team_abbreviation_home,team_abbreviation_away,season_type,label,min_avg5,fg_pct_home_avg5,fg3_pct_home_avg5,ft_pct_home_avg5,oreb_home_avg5,dreb_home_avg5,reb_home_avg5,ast_home_avg5,stl_home_avg5,blk_home_avg5,tov_home_avg5,pf_home_avg5,pts_home_avg5,home_wl_pre5,fg_pct_away_avg5,fg3_pct_away_avg5,ft_pct_away_avg5,oreb_away_avg5,dreb_away_avg5,reb_away_avg5,ast_away_avg5,stl_away_avg5,blk_away_avg5,tov_away_avg5,pf_away_avg5,pts_away_avg5,away_wl_pre5
PHI,WAS,Regular Season,0,245.0,0.4596,0.2618,0.7751999999999999,16.6,31.0,47.6,22.8,8.2,2.8,15.2,22.2,102.6,WWLWL,0.4038,0.289,0.7232000000000001,11.4,30.0,41.4,18.2,7.4,4.8,13.4,21.4,88.0,WWWWW
BOS,NYK,Playoffs,1,240.0,0.5652,0.2288,0.8404,10.8,29.8,40.6,32.2,6.2,5.8,13.2,20.0,122.0,WLLWL,0.4844,0.2092,0.7814,14.2,26.2,40.4,25.4,6.2,4.2,17.2,25.4,101.6,WLWWW
DET,TOR,Regular Season,1,250.0,0.4458000000000001,0.3346,0.7348000000000001,12.8,31.2,44.0,24.6,6.0,5.4,9.2,19.8,107.2,LLLLL,0.3916,0.3534,0.654,11.0,34.6,45.6,18.0,6.6,7.0,16.4,24.2,94.8,WLLWW
GSW,SEA,Regular Season,0,240.0,0.3938,0.3374,0.6888,19.0,28.8,47.8,21.8,7.4,6.0,15.4,21.6,89.4,WLLWW,0.4955999999999999,0.3684000000000001,0.8198000000000001,11.6,26.2,37.8,26.6,7.8,5.0,17.2,27.0,99.8,WWWWL
BOS,ORL,Regular Season,1,240.0,0.4646,0.4222000000000001,0.7998000000000001,12.6,28.8,41.4,23.0,8.8,4.2,14.6,25.8,99.8,WLLWL,0.487,0.2988,0.7310000000000001,11.0,23.2,34.2,21.4,6.6,2.2,16.2,23.6,97.4,WWLWW
CHI,NYK,Regular Season,1,245.0,0.4792,0.2418,0.7298,14.0,21.6,35.6,24.8,12.8,6.0,13.6,20.6,104.4,LLWLW,0.433,0.2056,0.7969999999999999,15.4,29.0,44.4,19.4,4.6,5.8,15.6,25.6,89.4,WLWWW
LAC,POR,Regular Season,1,240.0,0.519,0.3086000000000001,0.7470000000000001,12.2,34.6,46.8,26.6,9.2,4.6,14.8,22.8,115.4,WWWLL,0.4533999999999999,0.3396,0.7112,10.8,30.2,41.0,20.6,8.6,5.4,14.2,23.8,92.2,LLWWW
MIL,DAL,Regular Season,0,245.0,0.4676,0.3438,0.6699999999999999,10.4,35.6,46.0,25.6,7.0,3.8,13.6,21.6,98.6,WLLWL,0.4096,0.2804,0.7468,11.4,31.8,43.2,18.6,5.8,4.4,11.2,26.0,91.8,WLWWW
DEN,MIL,Regular Season,1,240.0,0.4804,0.4093999999999999,0.7316,9.4,34.8,44.2,23.4,4.2,5.0,13.4,24.4,113.6,WWWLW,0.4604000000000001,0.4211999999999999,0.7646000000000001,9.6,31.8,41.4,17.0,5.4,4.4,15.2,18.6,97.0,LLWWW
MIA,NYK,Regular Season,0,240.0,0.4632,0.2914,0.778,12.4,27.8,40.2,19.4,10.4,3.6,15.8,26.2,103.4,WLLLL,0.4762,0.3758,0.766,10.0,29.4,39.4,24.8,7.6,6.8,13.4,19.0,103.0,WLWWW
UTA,GSW,Regular Season,1,240.0,0.4591999999999999,0.3846,0.7333999999999999,11.0,28.0,39.0,23.0,6.8,6.4,15.4,22.6,88.8,LLLLW,0.4261999999999999,0.3544,0.7238,8.6,22.6,31.2,21.2,10.8,4.0,14.8,23.0,80.6,LLWWW
ATL,MIA,Regular Season,0,240.0,0.4374000000000001,0.3588000000000001,0.7952,9.6,32.0,41.6,21.0,6.0,5.0,13.0,18.2,109.6,WLWLL,0.4724,0.335,0.7218,9.0,36.4,45.4,24.0,6.4,4.0,14.6,15.4,101.8,WLWLW
LAC,DEN,Regular Season,0,240.0,0.4386,0.3682,0.7354,11.8,23.2,35.0,20.0,11.2,4.2,13.6,26.2,97.8,WWWLL,0.5147999999999999,0.3483999999999999,0.5944,11.2,27.8,39.0,29.2,6.0,3.8,15.2,26.0,104.0,LLLLL
UTA,ATL,Regular Season,1,240.0,0.5038,0.3762,0.712,10.6,29.8,40.4,24.8,9.8,5.0,15.2,26.6,97.6,LLLLW,0.488,0.4050000000000001,0.8091999999999999,9.2,26.6,35.8,18.0,7.8,4.6,13.2,19.0,97.8,LWWWL
ORL,POR,Regular Season,1,240.0,0.476,0.3789999999999999,0.7134,10.8,35.6,46.4,21.0,7.0,6.2,14.8,20.4,106.4,WWWLL,0.4721999999999999,0.2448000000000001,0.7542,10.4,30.2,40.6,26.0,6.8,3.6,17.8,21.6,95.8,LLWWW
MIN,BOS,Regular Season,0,240.0,0.4628,0.3127999999999999,0.787,10.6,29.4,40.0,25.4,9.2,6.4,15.8,23.2,99.4,LLWLW,0.4775999999999999,0.3059999999999999,0.684,12.8,23.0,35.8,22.4,9.8,6.0,18.6,23.2,96.0,WLWLL
PHX,SAS,Playoffs,0,240.0,0.4662,0.3548,0.788,10.0,29.4,39.4,22.8,7.2,4.6,9.6,19.8,109.0,WWWWL,0.4504,0.3747999999999999,0.8204,11.8,30.4,42.2,21.0,7.6,5.6,13.0,20.6,96.0,WWLWL
WAS,ATL,Regular Season,1,240.0,0.4766,0.2954000000000001,0.6774,12.6,29.4,42.0,23.0,6.2,4.6,16.0,23.4,94.6,WLLWL,0.4189999999999999,0.2718,0.7684,11.2,27.4,38.6,17.4,7.2,3.0,15.4,26.8,87.2,LWWWL
DAL,SEA,Regular Season,0,240.0,0.4176,0.4463999999999999,0.7766,14.4,27.6,42.0,17.0,5.0,4.6,16.4,24.0,94.6,LLWLL,0.4994,0.3483999999999999,0.6568,12.8,27.0,39.8,22.8,9.8,6.0,17.0,22.8,107.4,WWWWL
MIL,ATL,Playoffs,1,240.0,0.4762,0.29,0.7204,12.2,34.2,46.4,25.0,10.6,5.0,12.4,17.2,114.4,WLLWL,0.4538,0.3,0.8048,9.6,32.2,41.8,18.4,7.6,3.2,13.6,22.4,106.2,LWWWL
UTA,PHX,Pre Season,1,240.0,0.4934000000000001,0.4384,0.7849999999999999,8.0,35.2,43.2,20.0,6.6,2.0,13.4,20.2,118.0,LLLLW,0.4702000000000002,0.3932,0.8186,9.4,35.6,45.0,23.6,6.0,2.4,11.2,22.8,112.6,LLWWW
DET,CHH,Regular Season,0,240.0,0.441,0.2656,0.7491999999999999,13.4,30.0,43.4,23.0,9.4,5.8,14.0,25.2,99.8,LLLLL,0.4378,0.3478,0.7178,11.6,26.0,37.6,20.2,7.8,4.0,15.0,22.6,88.6,WLWWL
DET,PHX,Regular Season,0,240.0,0.45,0.3762,0.7514000000000001,12.8,26.0,38.8,19.8,7.2,3.8,15.4,19.4,94.0,LLLLL,0.4686,0.3902,0.7908000000000001,10.4,27.0,37.4,17.2,7.2,6.2,12.0,17.6,98.0,LLWWW
ATL,NJN,Regular Season,1,240.0,0.4348000000000002,0.2534,0.784,11.6,29.2,40.8,19.4,7.4,5.6,14.6,17.8,94.2,WLWLL,0.4546,0.3282000000000001,0.8423999999999999,9.2,29.8,39.0,24.8,6.0,3.0,15.8,23.2,99.4,WWLWW
PHX,LAL,Regular Season,1,240.0,0.4304,0.4197999999999999,0.7504,16.6,29.8,46.4,26.2,8.0,3.4,11.4,23.8,107.8,WWWWL,0.5298,0.3213999999999999,0.5828,11.6,27.8,39.4,30.8,5.2,3.8,15.6,27.0,107.2,LWWWW
LAC,NJN,Regular Season,1,245.0,0.4632,0.3498,0.6814,11.0,31.2,42.2,22.4,8.2,5.8,12.0,21.0,101.4,WWWLL,0.4522000000000001,0.438,0.7424,9.4,25.6,35.0,22.6,7.4,3.4,13.4,21.0,101.4,WWLWW
MIL,CHI,Regular Season,1,245.0,0.4814,0.3166,0.7472000000000001,16.0,28.8,44.8,25.0,11.0,5.4,14.0,26.4,112.8,WLLWL,0.4669999999999999,0.3352,0.7368,13.6,31.0,44.6,25.8,10.2,5.8,17.2,28.0,107.4,LWLWL
PHX,LAL,Regular Season,1,255.0,0.4798,0.4258,0.8008,10.0,35.0,45.0,28.4,6.4,3.8,16.4,23.8,115.4,WWWWL,0.5110000000000001,0.2774,0.8123999999999999,10.4,26.2,36.6,23.8,7.4,4.2,17.8,24.2,103.2,LWWWW
NYK,CLE,Regular Season,0,245.0,0.4364,0.3660000000000001,0.8382000000000002,12.6,35.2,47.8,22.8,7.6,7.6,14.4,20.4,106.8,WWLWW,0.4826,0.3332,0.7456,9.2,38.6,47.8,21.8,5.0,4.8,12.0,18.2,103.8,WLLWW
DET,IND,Regular Season,1,240.0,0.4548,0.3242,0.7632000000000001,16.2,30.2,46.4,26.8,7.2,2.2,13.2,20.0,98.2,LLLLL,0.461,0.2848,0.7218,17.8,31.4,49.2,22.6,8.0,7.6,15.0,24.2,111.4,LWWWL
MIA,NYK,Regular Season,0,240.0,0.443,0.3258,0.759,10.6,27.2,37.8,18.0,8.0,3.0,11.8,25.8,88.4,WLLLL,0.4114,0.1764,0.7994000000000001,14.4,29.2,43.6,17.4,8.6,4.2,18.2,20.8,87.4,WLWWW
SAS,MIL,Regular Season,0,240.0,0.4269999999999999,0.3752,0.7744000000000001,11.2,31.6,42.8,21.6,7.8,8.4,13.0,21.2,93.8,LWLWL,0.4276000000000001,0.2744,0.7156,11.0,28.0,39.0,18.2,7.2,4.2,16.2,24.2,88.2,LLWWW
CLE,SEA,Regular Season,0,240.0,0.4652,0.3126000000000001,0.7622,14.0,29.0,43.0,25.4,7.6,8.4,14.4,23.6,98.4,WLLWL,0.4936000000000001,0.3866000000000001,0.7769999999999999,8.2,34.2,42.4,21.4,9.2,4.6,14.4,23.4,104.2,WWWWL
TOR,LAL,Regular Season,1,240.0,0.5118000000000001,0.4632,0.8539999999999999,9.8,34.0,43.8,20.8,8.8,4.8,13.8,19.8,118.8,LWWWW,0.4492000000000001,0.3711999999999998,0.7792,10.2,33.2,43.4,22.6,8.4,3.6,13.4,23.2,102.2,LWWWW
MIL,LAL,Regular Season,1,240.0,0.4858,0.3734,0.8240000000000001,10.8,40.2,51.0,25.2,8.0,6.0,13.0,18.8,125.6,WLLWL,0.4519999999999999,0.3322,0.7314,12.8,36.6,49.4,26.0,8.2,4.0,13.4,22.2,110.8,LWWWW
BOS,MIA,Regular Season,1,240.0,0.4144,0.3010000000000001,0.722,9.0,37.6,46.6,22.4,10.6,3.8,16.0,20.8,92.6,WLLWL,0.4502,0.3856,0.7781999999999999,9.6,28.4,38.0,21.0,5.4,5.2,11.6,23.2,97.0,WLWLW
CHI,ATL,Regular Season,1,240.0,0.4593999999999999,0.3394,0.7268000000000001,13.6,33.8,47.4,28.2,7.2,4.4,12.4,19.8,99.4,LLWLW,0.4474,0.3544,0.7372,10.8,28.0,38.8,17.8,7.8,5.2,19.8,24.6,90.8,LWWWL
GSW,CHA,Regular Season,1,245.0,0.5077999999999999,0.3856,0.8368,6.4,34.6,41.0,31.6,8.2,5.2,17.0,19.2,121.4,WLLWW,0.4618,0.3502,0.8102,12.8,30.2,43.0,20.0,8.6,4.6,12.8,16.6,112.6,LWLLL
UTA,DEN,Regular Season,1,240.0,0.484,0.3798,0.725,9.8,35.8,45.6,25.0,8.6,5.4,15.6,19.4,107.6,LLLLW,0.4596,0.3686,0.7946,11.6,34.0,45.6,28.2,7.0,3.4,15.2,17.0,109.0,LLLLL
BOS,CLE,Regular Season,0,240.0,0.542,0.2124,0.8678000000000001,12.0,31.8,43.8,30.2,7.4,6.8,13.4,16.0,118.4,WLLWL,0.5028,0.2179999999999999,0.8572000000000001,12.4,29.8,42.2,26.8,9.2,8.4,14.8,19.0,109.4,WLLWW
BOS,SAS,Regular Season,0,240.0,0.411,0.3032000000000001,0.7390000000000001,13.4,27.4,40.8,20.4,12.8,4.4,13.2,27.0,94.8,WLLWL,0.4168000000000001,0.2562000000000001,0.8126,11.8,26.2,38.0,18.0,9.6,4.4,16.2,18.6,89.8,WWLWL
PHX,NYK,Regular Season,1,240.0,0.4874,0.3804,0.8008000000000001,8.2,31.0,39.2,23.0,10.2,7.2,17.4,23.4,110.8,WWWWL,0.4090000000000001,0.3476,0.6754,14.6,28.4,43.0,16.0,7.6,4.0,17.2,23.6,91.4,WLWWW
MIN,CHI,Regular Season,1,240.0,0.4426000000000002,0.3443999999999999,0.7452,15.8,29.6,45.4,22.6,7.4,3.0,13.6,22.8,99.4,LLWLW,0.3898,0.3587999999999999,0.7714000000000001,11.6,24.6,36.2,16.4,6.0,4.6,13.0,18.0,90.2,LWLWL
BOS,SAS,Regular Season,1,240.0,0.4680000000000001,0.3858000000000001,0.7807999999999999,12.0,29.8,41.8,21.6,8.6,4.0,15.8,21.8,100.8,WLLWL,0.4876000000000001,0.4098,0.7777999999999999,9.2,31.2,40.4,25.0,6.2,3.2,12.2,18.4,104.8,WWLWL
MIN,DET,Regular Season,1,240.0,0.4160000000000002,0.3259999999999999,0.7112,11.6,29.4,41.0,17.2,9.0,4.6,14.4,19.0,93.0,LLWLW,0.4586,0.3324,0.8231999999999999,10.8,32.0,42.8,15.8,6.8,6.4,15.4,21.4,98.4,WWWLW
NJN,POR,Regular Season,0,240.0,0.3888,0.2774,0.7382,21.4,29.2,50.6,18.8,5.8,8.6,20.8,23.8,90.8,LLLLL,0.4478,0.3466,0.683,15.8,30.2,46.0,21.6,9.2,5.8,17.4,25.6,97.0,LLWWW
MIA,LAC,Regular Season,1,240.0,0.4672000000000001,0.3797999999999999,0.7802,9.4,31.4,40.8,18.6,7.4,6.4,11.2,17.8,101.2,WLLLL,0.4286,0.3766000000000001,0.7932,8.4,29.2,37.6,22.8,5.6,5.0,17.0,18.0,91.2,WLLWW
HOU,SEA,Regular Season,1,240.0,0.531,0.4774,0.7878000000000001,12.2,33.0,45.2,29.6,11.0,6.6,16.6,24.8,120.0,LLWLW,0.4748,0.255,0.7826,16.8,32.2,49.0,24.0,10.2,6.0,17.8,22.0,114.6,WWWWL
SAC,LAL,Regular Season,0,240.0,0.4524000000000001,0.4624,0.7060000000000001,13.2,28.0,41.2,19.2,5.6,7.4,18.0,24.4,90.6,LWWLL,0.4814000000000001,0.3471999999999999,0.7974,13.0,32.0,45.0,22.2,9.4,6.0,14.8,17.0,104.2,LWWWW
SAS,LAC,Regular Season,1,240.0,0.4682,0.3822,0.7507999999999999,11.6,34.0,45.6,24.6,7.8,6.6,15.6,19.6,106.6,LWLWL,0.4105999999999999,0.2964,0.7644000000000001,9.2,35.2,44.4,20.8,8.6,4.0,17.6,23.0,104.2,WLLWW
DAL,GSW,Regular Season,0,240.0,0.4796,0.4048,0.765,5.8,29.6,35.4,23.0,6.6,2.4,12.6,19.4,118.4,LLWLL,0.4894000000000001,0.3797999999999999,0.719,12.0,33.8,45.8,27.4,5.6,5.0,16.0,22.0,116.8,LLWWW
WAS,DET,Regular Season,0,245.0,0.4628,0.3948000000000001,0.7642,12.4,31.2,43.6,22.0,7.0,5.0,13.2,22.6,109.6,WLLWL,0.4590000000000001,0.3152,0.7612,11.8,28.2,40.0,16.0,6.4,5.0,18.0,29.0,96.4,WWWLW
CHI,WAS,Regular Season,1,240.0,0.4456,0.3416000000000001,0.8358000000000001,15.2,35.2,50.4,24.2,6.2,4.2,11.2,16.4,109.0,LLWLW,0.4744,0.3934,0.8642,11.0,33.6,44.6,21.2,8.4,7.0,12.4,23.0,108.6,WWWWW
BOS,LAL,Regular Season,1,240.0,0.4346,0.3190000000000001,0.7615999999999999,12.4,29.6,42.0,21.4,7.2,5.2,19.2,23.0,93.8,WLLWL,0.4652,0.4054,0.7362,14.0,32.2,46.2,21.6,8.6,7.2,18.6,23.2,99.4,LWWWW
WAS,ATL,Regular Season,1,240.0,0.4388000000000001,0.3960000000000002,0.8161999999999999,12.0,31.8,43.8,27.2,7.0,5.0,12.8,20.6,108.8,WLLWL,0.4584,0.348,0.7766,9.2,31.0,40.2,21.4,8.0,6.0,12.2,20.0,101.0,LWWWL
MIN,CHI,Regular Season,0,245.0,0.4492000000000001,0.2834,0.7434000000000001,10.6,29.6,40.2,27.2,3.2,4.4,11.2,22.4,94.6,LLWLW,0.4878000000000001,0.3944,0.6856000000000001,12.4,36.6,49.0,25.2,5.2,5.2,15.6,19.0,111.8,LWLWL
NYK,DAL,Regular Season,0,245.0,0.488,0.3610000000000001,0.7224,11.4,30.6,42.0,21.0,8.2,3.2,18.2,22.8,101.4,WWLWW,0.4794,0.3552000000000001,0.7882,10.4,32.0,42.4,27.6,6.8,6.0,14.0,19.2,103.4,WLWWW
NYK,TOR,Regular Season,1,245.0,0.5117999999999999,0.473,0.8174000000000001,8.8,36.4,45.2,24.2,6.0,5.2,16.0,22.0,106.6,WWLWW,0.4096,0.2988,0.7076,12.0,29.2,41.2,19.2,8.4,4.0,17.0,23.0,88.0,WLLWW
DEN,LAL,Regular Season,0,240.0,0.4333999999999999,0.3072,0.7792000000000001,12.0,26.0,38.0,18.8,9.6,6.0,18.4,21.8,88.2,WWWLW,0.484,0.3919999999999999,0.6394,14.0,32.8,46.8,21.8,8.2,5.8,15.8,21.2,103.8,LWWWW
MIN,NOP,Regular Season,1,240.0,0.4736000000000001,0.3017999999999999,0.7777999999999999,9.2,34.4,43.6,25.6,9.2,3.8,15.8,18.2,105.4,LLWLW,0.4332000000000001,0.3334,0.7578,8.4,35.6,44.0,25.0,6.8,7.6,13.8,18.4,100.6,LLWLW
BOS,LAL,Playoffs,0,240.0,0.465,0.2176,0.7532,12.2,32.6,44.8,27.2,10.4,5.6,14.4,21.6,111.6,WLLWL,0.525,0.2966,0.7218,12.2,34.8,47.0,31.0,8.2,6.0,16.4,27.2,118.0,LWWWW
CLE,PHL,Regular Season,0,240.0,0.4648,0.0834,0.7495999999999999,16.0,27.6,43.6,23.8,10.0,8.6,16.2,20.8,108.6,WLLWL,0.5128,0.3438,0.7081999999999999,13.8,29.2,43.0,24.0,8.6,3.6,20.2,20.6,101.8,WLWWL
PHI,DEN,Regular Season,0,240.0,0.4672,0.3526,0.6378,8.6,34.0,42.6,21.6,7.4,7.0,21.2,23.2,96.4,WWLWL,0.4532000000000001,0.3238,0.7988,10.0,33.8,43.8,20.8,8.2,4.6,12.0,22.8,100.4,LLLLL
HOU,GSW,Regular Season,0,240.0,0.4176,0.29,0.7829999999999999,13.8,32.4,46.2,18.6,9.6,4.0,16.0,20.0,106.4,LLWLW,0.4934000000000001,0.4194,0.8516,6.8,30.6,37.4,29.8,6.0,3.4,17.8,24.4,119.0,LLWWW
MIA,NOH,Regular Season,1,245.0,0.411,0.3417999999999999,0.7692,12.4,30.6,43.0,17.2,7.0,3.0,13.8,23.2,88.8,WLLLL,0.4029999999999999,0.327,0.6628000000000001,17.6,26.4,44.0,19.4,8.6,3.0,15.6,19.0,86.8,LWWWL
MIN,POR,Regular Season,0,245.0,0.4922000000000001,0.4455999999999999,0.7652,10.4,30.6,41.0,23.6,8.0,5.0,17.2,22.8,106.4,LLWLW,0.4304,0.3382,0.7482000000000001,12.8,29.0,41.8,20.6,9.8,3.8,13.4,18.2,92.6,LLWWW
MIN,SAC,Regular Season,0,240.0,0.4406000000000001,0.3137999999999999,0.7468,10.0,30.0,40.0,24.2,7.6,7.2,12.8,21.0,91.6,LLWLW,0.4472,0.3162,0.7398,11.0,32.2,43.2,24.2,9.0,3.6,11.8,22.0,99.4,WWWWL
WAS,BOS,Regular Season,1,240.0,0.4928,0.1166,0.807,12.0,25.6,37.6,26.2,8.4,3.8,14.0,27.4,110.0,WLLWL,0.4336,0.3379999999999999,0.7405999999999999,16.6,32.0,48.6,23.2,8.6,9.0,17.6,26.0,106.4,WLWLL
HOU,BOS,Regular Season,1,240.0,0.4387999999999999,0.354,0.8402000000000001,12.2,33.6,45.8,22.4,8.0,6.2,14.8,20.6,100.2,LLWLW,0.4453999999999999,0.408,0.7365999999999999,11.6,32.0,43.6,24.8,9.2,4.6,13.8,21.8,99.4,WLWLL
ORL,CLE,Regular Season,0,240.0,0.4652,0.4286,0.6596,8.2,30.6,38.8,24.6,7.6,4.4,14.4,21.0,94.2,WWWLL,0.4638,0.3074,0.7495999999999999,8.8,33.0,41.8,20.6,6.8,5.8,15.4,19.8,94.6,WLLWW
DET,NYK,Regular Season,1,245.0,0.4394,0.2088,0.7934,9.6,28.4,38.0,18.0,8.2,5.0,16.2,24.4,88.0,LLLLL,0.387,0.2022,0.716,17.6,30.6,48.2,20.2,7.8,6.0,15.4,24.6,90.2,WLWWW
LAC,MIA,Regular Season,0,240.0,0.4322000000000001,0.3406,0.7924,12.8,32.8,45.6,20.2,7.4,5.0,15.6,20.4,104.8,WWWLL,0.4392000000000002,0.361,0.7869999999999999,12.8,37.0,49.8,20.4,6.8,4.8,15.0,22.8,110.6,WLWLW
CLE,MIL,Regular Season,1,240.0,0.5094000000000001,0.3042000000000001,0.6858,10.8,33.2,44.0,24.0,6.6,6.8,13.4,18.0,99.2,WLLWL,0.4582,0.2866000000000002,0.7342000000000001,10.4,30.4,40.8,25.0,6.4,3.2,15.4,21.6,91.8,LLWWW
HOU,OKC,Regular Season,0,245.0,0.4493999999999999,0.3246,0.7858,14.2,33.8,48.0,23.6,7.8,4.6,14.8,22.2,97.4,LLWLW,0.4412,0.3475999999999999,0.7862,8.0,33.6,41.6,22.8,5.0,4.4,15.4,24.4,87.6,WLWWL
MIA,MIN,Regular Season,1,240.0,0.4600000000000001,0.3978,0.826,11.2,31.4,42.6,22.8,7.6,4.8,16.0,26.2,104.0,WLLLL,0.4321999999999999,0.2736,0.755,13.2,28.2,41.4,18.8,9.2,4.8,15.4,25.2,92.8,LLWWW
POR,PHI,Regular Season,1,245.0,0.4702,0.3706000000000001,0.8362,11.0,38.2,49.2,24.0,5.8,4.6,16.0,22.0,111.8,LLLLL,0.4382,0.3596,0.8202,13.0,32.2,45.2,20.0,7.4,2.6,15.2,21.6,102.8,LLWLW
MIN,PHL,Regular Season,0,240.0,0.4194,0.2835999999999999,0.7764,12.0,24.2,36.2,22.8,8.4,6.0,19.0,26.8,90.0,LLWLW,0.4794,0.3534,0.71,11.8,27.0,38.8,23.8,11.6,4.6,15.4,27.4,103.4,WLWWL
IND,NYK,Regular Season,1,240.0,0.4636,0.3736000000000001,0.789,12.0,30.0,42.0,21.6,8.2,6.8,13.6,22.0,102.4,LLWLL,0.4318000000000001,0.36,0.7398,12.0,29.6,41.6,18.2,6.6,4.8,13.6,21.8,87.6,WLWWW
GSW,MEM,Regular Season,0,255.0,0.4426,0.3076,0.7003999999999999,17.4,36.0,53.4,20.6,7.2,4.0,15.4,23.4,104.4,WLLWW,0.4152,0.3146,0.7874000000000001,12.2,28.6,40.8,16.6,7.4,3.6,17.6,20.6,85.2,LWWWW
HOU,SEA,Regular Season,0,240.0,0.4655999999999999,0.3604,0.7624000000000001,12.6,27.4,40.0,24.8,7.6,4.8,12.8,17.4,99.0,LLWLW,0.5156000000000001,0.2634,0.7866000000000001,14.4,25.4,39.8,23.8,10.0,4.6,13.8,23.6,106.2,WWWWL
MIL,POR,Regular Season,0,240.0,0.4528,0.3434,0.7242,10.2,23.4,33.6,24.8,11.0,3.8,14.8,22.4,95.4,WLLWL,0.4668,0.4332000000000001,0.713,15.0,30.8,45.8,23.4,8.4,3.2,17.6,21.2,99.6,LLWWW
SAC,LAC,Regular Season,1,240.0,0.4798,0.3782,0.7476,12.0,33.0,45.0,29.4,9.8,5.2,14.2,20.4,114.0,LWWLL,0.4913999999999999,0.1332,0.7636000000000001,9.4,26.6,36.0,23.2,9.8,4.0,20.4,21.6,102.8,WLLWW
TOR,MIA,Regular Season,0,240.0,0.4584,0.3208,0.8416,11.0,29.2,40.2,24.4,6.2,3.8,13.0,18.8,97.0,LWWWW,0.5056,0.4324,0.6900000000000001,11.0,34.8,45.8,29.6,9.6,3.8,11.2,20.8,109.8,WLWLW
ATL,SAS,Regular Season,0,240.0,0.4280000000000001,0.244,0.8151999999999999,14.0,29.8,43.8,19.0,7.0,5.0,14.6,25.8,94.0,WLWLL,0.4546,0.3364,0.7004,13.2,29.2,42.4,17.2,9.0,2.8,15.2,23.4,98.4,WWLWL
CHI,MIN,Pre Season,0,240.0,0.4115999999999999,0.3152,0.8044,12.0,33.6,45.6,20.6,7.6,6.4,16.0,21.6,97.8,LLWLW,0.4115999999999999,0.2764,0.7454000000000001,10.0,35.8,45.8,19.2,8.0,3.8,19.0,22.4,86.6,LLWWW
ORL,NYK,Regular Season,0,240.0,0.474,0.3998,0.6306,15.4,30.4,45.8,25.6,6.2,5.6,14.0,19.6,101.6,WWWLL,0.5098,0.3607999999999999,0.7362,10.6,30.4,41.0,25.4,8.0,4.0,18.0,23.8,99.8,WLWWW
GSW,DAL,Playoffs,1,240.0,0.487,0.4144,0.7468,11.8,34.4,46.2,27.4,10.8,8.4,13.6,27.8,117.8,WLLWW,0.425,0.2618000000000001,0.7268000000000001,14.0,31.8,45.8,19.0,6.4,4.0,15.2,23.4,91.0,WLWWW
MIL,POR,Regular Season,0,245.0,0.4726,0.4396,0.8234,12.4,30.0,42.4,24.6,5.4,5.8,13.0,21.2,102.4,WLLWL,0.4466,0.3508,0.7704000000000001,13.4,29.6,43.0,21.2,5.4,5.0,12.0,15.4,96.4,LLWWW
MIA,NJN,Playoffs,1,240.0,0.4726,0.4085999999999999,0.6588,10.4,35.4,45.8,17.6,5.6,5.4,13.6,22.6,95.0,WLLLL,0.4231999999999999,0.345,0.7491999999999999,11.6,26.6,38.2,20.0,9.6,6.2,13.0,22.2,92.2,WWLWW
GSW,DAL,Regular Season,0,245.0,0.4598,0.2142,0.6504,15.0,33.8,48.8,23.6,8.6,6.4,17.8,21.8,95.8,WLLWW,0.4042,0.2866,0.7677999999999999,12.4,26.8,39.2,17.2,6.2,5.6,14.4,21.0,84.2,WLWWW
POR,MEM,Regular Season,1,240.0,0.4558000000000001,0.3112000000000001,0.8836,10.4,27.0,37.4,22.8,7.8,3.4,9.0,17.0,96.8,LLLLL,0.4726000000000001,0.4182,0.7196,11.0,28.6,39.6,21.0,7.0,3.8,14.0,18.8,93.4,LWWWW
POR,GSW,Regular Season,0,240.0,0.4548000000000001,0.3442000000000002,0.8084,10.2,33.4,43.6,23.0,6.0,5.4,12.6,19.8,107.8,LLLLL,0.4772000000000002,0.3623999999999999,0.7582000000000001,6.2,32.8,39.0,24.6,7.0,3.2,14.2,19.0,105.8,LLWWW
MIL,CHI,Regular Season,1,240.0,0.4314000000000001,0.3456,0.7884,9.4,40.4,49.8,23.8,7.6,6.4,14.2,19.0,109.0,WLLWL,0.4786000000000001,0.3362,0.7016,13.4,35.2,48.6,25.0,9.2,9.4,11.8,21.0,119.2,LWLWL
POR,SAC,Regular Season,1,240.0,0.4732000000000001,0.3984000000000002,0.8221999999999999,9.0,35.2,44.2,18.0,7.6,4.0,16.0,17.0,98.8,LLLLL,0.474,0.3758,0.6974,8.6,30.8,39.4,25.0,6.6,5.8,14.0,23.6,101.8,WWWWL
IND,UTA,Regular Season,0,240.0,0.4382,0.3236000000000001,0.8110000000000002,14.6,29.8,44.4,17.2,7.8,4.6,13.6,19.4,101.8,LLWLL,0.4618,0.2196000000000001,0.8140000000000001,12.0,29.8,41.8,22.6,8.4,6.2,14.8,24.0,103.0,WLWWW
NYK,LAL,Regular Season,0,240.0,0.5074000000000001,0.3399999999999999,0.782,16.4,33.4,49.8,29.6,5.8,6.6,15.8,22.6,103.4,WWLWW,0.462,0.5000000000000001,0.7183999999999999,12.8,31.4,44.2,22.6,11.8,4.4,15.0,22.6,105.8,LWWWW
